subject,script,ses-1_test-accuracy,ses-1_test-reading,ses-1_test-writing,ses-1_train-reading,ses-1_train-checking,ses-2_test-accuracy,ses-2_test-reading,ses-2_test-writing,ses-2_train-accuracy,ses-2_train-reading,ses-2_train-checking,ses-2_train-writing,ses-2_ref-reading,ses-2_ref-checking,ses-3_test-accuracy,ses-3_test-reading,ses-3_test-writing,ses-3_train-accuracy,ses-3_train-reading,ses-3_train-checking,ses-3_train-writing,ses-4_test-accuracy,ses-4_test-reading,ses-4_test-writing,ses-4_train-accuracy,ses-4_train-reading,ses-4_train-checking,ses-4_train-writing
00083,br,0.48214285714285715,5.989267857142879,5.527589285714295,1.5159725274725384,9.013274725274714,0.864406779661017,5.988338983050815,2.498949152542313,0.95,6.928422222222214,2.117540000000007,8.127750000000047,1.5182307692307697,3.1624615384615393,0.9666666666666667,5.9908000000000206,1.7260833333333798,0.95,5.712564245810053,0.5631909547738743,6.774650000000003,0.9661016949152542,5.989423728813532,1.6787966101695373,0.85,5.490283333333325,7.691009999999997,6.170350000000008
00084,br,0.06779661016949153,5.989622033897122,11.294510169495933,1.5189043956038741,4.256083516483775,0.25,5.991775000000022,9.432171666663862,1.0,6.768542777776061,1.330784000000354,17.04744499999878,1.5175461538388217,9.704711538466121,0.5254237288135594,5.99119661017194,3.0447033898223506,0.95,6.528947777782563,0.6996504999995193,16.512209999990482,0.5833333333333334,5.988144999992854,3.1192449999928535,1.0,6.710683333329356,0.7653095000016653,15.620095000004772
00085,br,0.35,5.991326666629326,8.061158333361163,1.5209181318571316,7.6793472527593,0.7166666666666667,5.979588333340485,3.620959999990441,0.95,9.244212222215857,0.9312955000102527,10.935179999995219,1.5200538461758555,3.4854461538241424,0.8833333333333333,5.996136666659504,2.476511666667458,0.95,6.754595000004764,0.7206250000107255,8.380909999966622,0.8166666666666667,5.983591666670626,2.495535000014305,1.0,5.820289444441262,0.5460160000073958,7.9384799999952405
00086,br,0.1,5.988256666666874,4.72819166666621,1.5155472527473421,4.366026923076834,0.6833333333333333,5.991003333332135,3.376660000001425,0.9,11.248776666666062,1.7267579999987728,14.429195000003256,1.516015384614469,2.9293961538466107,0.7,5.988605000001007,2.6595366666668876,1.0,7.234053888889562,1.254000499999742,8.590639999997626,0.8833333333333333,5.988041666667171,2.12574499999929,1.0,5.286252777777287,0.680392500001036,7.08111000000091
00087,br,0.4576271186440678,5.9884796610176485,22.458637288135243,1.5144082417582265,3.8690714285714276,0.31666666666666665,6.007525000003473,7.961626666665082,0.7,8.31826388888922,2.27919199999883,16.37312499999848,1.5108807692367292,2.477015384608737,0.5166666666666667,5.99568500000139,3.8411633333335278,0.95,4.309703888889317,0.8890149999995525,10.86216499999465,0.4915254237288136,5.99262372881274,2.852996610162625,0.7,4.554186111110779,0.9422154999998223,12.668684999999432
00088,br,0.06779661016949153,5.994954237287364,10.084361016944243,1.5079763736220542,3.2975401098944292,0.3333333333333333,5.997828333336103,3.565641666662653,0.8,11.640875977650035,1.5725095477397806,11.474939999997591,1.5169038461721824,2.6415038461364273,0.5333333333333333,5.997991666666682,3.3757699999968205,0.95,9.232038547489228,0.9545648241204951,11.235399999976181,0.6666666666666666,5.986751666666581,3.0065616666670585,0.85,6.884974444444293,0.784968000000041,9.758570000000478
00089,br,0.05,5.992716666666661,9.576550000000005,1.517054945054937,8.676456043956053,0.43333333333333335,5.993033333333309,5.74056666666667,0.85,12.19937430167601,1.5279195979899334,19.32135000000003,1.5167307692307703,11.744884615384613,0.6833333333333333,5.992716666666683,3.443316666666624,0.85,7.354772222222217,1.831674999999999,10.48199999999998,0.7166666666666667,5.993233333333296,3.366116666666661,1.0,7.060249999999991,0.6511100000000077,8.931299999999993
00090,br,0.8863636363636364,5.990159090898322,22.434924999995644,1.508104945017741,2.249685714323443,0.9491525423728814,5.997654237254198,13.307111864421358,1.0,2.734458888898959,0.6611624999904636,12.045419999980929,1.505192307747329,1.938573076853383,0.9152542372881356,5.997177966077446,8.31059661016625,1.0,2.7278183333211428,0.7000185000133541,13.501565000033361,0.9491525423728814,5.997715254258329,6.856749152555255,1.0,3.6192461110936303,0.443590499989979,14.090509999966617
00092,cb,0.43636363636363634,5.9849672727454655,14.35721272725842,1.5155456044012336,6.838526923071555,0.5166666666666667,5.991618333339724,5.075343333319817,1.0,13.773724157307942,1.2627792929218058,11.071729999995238,1.5176192307747332,2.7821153846062145,0.6,5.994071666669864,5.117205000003181,1.0,8.853007865178455,0.6503090909021174,10.440954999959487,0.6333333333333333,5.981483333341293,4.756391666662686,0.85,6.566822777790497,0.7466234999883153,10.46631999996902
00093,cb,0.6333333333333333,5.99138666666873,4.59361499999909,1.5128543956042304,5.567424725274874,0.7833333333333333,5.98475999999921,3.9562849999998813,0.9,8.217718888888013,1.0150540000008852,7.1888049999981884,1.5167615384597046,2.6009269230784136,0.8833333333333333,5.974336666666575,2.7528816666666898,1.0,6.300691666666651,0.6046060000000034,7.410135000000048,0.8333333333333334,5.9927333333338275,2.4123566666662515,0.95,6.036427222222008,0.5956874999997822,5.606104999998962
00094,cb,0.6333333333333333,5.986598333322994,9.824506666660314,1.5150197802127081,6.158946703303645,0.8333333333333334,5.984305000009166,4.510548333326946,1.0,9.94353555555674,1.098385999996668,9.277724999994001,1.5150384615384596,2.839996153845239,0.9166666666666666,5.987623333342879,3.605688333320639,0.95,7.004118333335722,0.6916514999979697,9.613419999998822,0.9,5.986535000000405,3.228350000001971,1.0,6.55071666666668,0.7158984999996352,8.409244999986845
00095,cb,0.5166666666666667,5.996066666666661,3.293524999999022,1.5171390109887521,4.551254945055138,0.9166666666666666,5.993633333333336,1.9036999999999922,0.95,6.095561111111111,0.8835399999999961,7.022949999999978,1.5138076923076913,2.390615384615386,0.95,5.97546166642511,1.6548050001144474,1.0,4.692639444308805,0.9871164999961897,6.02121499977111,0.95,5.991461666361518,1.7256383335749281,0.95,4.480846111297605,1.425853500099182,5.575374999809282
